nombre,partido,PARTIDO_PARA_FILTRO,GENERO,CARGO_PARA_FILTRO,CARGO,INSTITUCION,CCAA,SUELDOBASE_SUELDO,COMPLEMENTOS_SUELDO,PAGASEXTRA_SUELDO,OTRASDIETASEINDEMNIZACIONES_SUELDO,TRIENIOS_SUELDO,RETRIBUCIONMENSUAL,salarioAnual,OBSERVACIONES
Jesús Monzo i Cubillos,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de CATARROJA,Comunidad Valenciana,47831.65,,,0,,3416.55,47831.65,Dedicación Exclusiva
Vanesa López Guijarro,Ciudadanos,Ciudadanos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Caudete de las Fuentes,Comunidad Valenciana,0,,,400,,28.57,400,Sin dedicación
José Enrique Talón Seguí,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Chella,Comunidad Valenciana,30118.8,,,0,,2151.34,30118.8,Dedicación Exclusiva
David Cañigueral Belmote,EUPV-PUP:AC,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Chelva,Comunidad Valenciana,26350.22,,,0,,1882.16,26350.22,Dedicación Exclusiva
Alejandro Portero Igual,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Chera,Comunidad Valenciana,0,,,2872.43,,205.17,2872.43,Sin dedicación
José Morell Roser,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cheste,Comunidad Valenciana,41458.62,,,0,,2961.33,41458.62,Dedicación Exclusiva
Emilio Morales Gaitán,COMPROMÍS POR CHIVA: COMPROMÍS,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Chiva,Comunidad Valenciana,20104.92,,,1250,,1525.35,21354.92,Dedicación Exclusiva
Vicente Gonzalo Polo Burriel,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Chulilla,Comunidad Valenciana,15059.1,,,0,,1075.65,15059.1,Dedicación Parcial
Salvador Honrubia Mora,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de Cofrentes,Comunidad Valenciana,0,,,7200,,514.29,7200,Sin dedicación
Jordi Xavier Vicedo Giménez,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Corbera,Comunidad Valenciana,15576.68,,,0,,1112.62,15576.68,Dedicación Parcial
Fernando Navarro Pardo,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cortes de Pallás,Comunidad Valenciana,30299.22,,,1720.3,,2287.11,32019.52,Dedicación Parcial
Jordi Mayor Vallet,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cullera,Comunidad Valenciana,46794.13,,,0,,3342.44,46794.13,Dedicación Exclusiva
Francisco Javier Planes Planes,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de DAIMÚS,Comunidad Valenciana,0,,,630,,45,630,Sin dedicación
José Ramón Grau Grau,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Dos Aguas,Comunidad Valenciana,30300.05,,,0,,2164.29,30300.05,Dedicación Parcial
Salvador Torrent Catalá,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de L'Eliana,Comunidad Valenciana,0,,,5771,,412.21,5771,Sin dedicación
Alberto Bayarri Remolí,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Emperador,Comunidad Valenciana,9000,,,0,,642.86,9000,Dedicación Parcial
Óscar Martínez Poquet,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de ENGUERA,Comunidad Valenciana,37091.01,,,0,,2649.36,37091.01,Dedicación Exclusiva
Tomás Giner Esparza,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de L'Ènova,Comunidad Valenciana,27300,,,0,,1950,27300,Dedicación Parcial
Ramón Blanquer Bono,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Estubeny,Comunidad Valenciana,0,,,200,,14.29,200,Sin dedicación
Oro Azorín Canet,Compromís,Compromís,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Favara,Comunidad Valenciana,0,,,5000,,357.14,5000,Sin dedicación
Sergi Ruiz Alonso,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Foios,Comunidad Valenciana,37897.89,,,0,,2706.99,37897.89,Dedicación Exclusiva
Vicent Muñoz Jordà,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de La Font de la Figuera,Comunidad Valenciana,30251.19,,,925.09,,2226.88,31176.28,Dedicación Exclusiva
Pablo Puig Desena,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Font d'En Carròs,Comunidad Valenciana,3275.04,,,0,,233.93,3275.04,Dedicación Parcial
Julio Biosca Llin,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Fontanars dels Alforins,Comunidad Valenciana,5880,,,0,,420,5880,Dedicación Parcial
Juana Clos Gimeno,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Fortaleny,Comunidad Valenciana,14995.56,,,0,,1071.11,14995.56,Dedicación Exclusiva
María Estefanía Berlanga García,EUPV:AC,Unidos Podemos. confluencias y listas afines,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Fuenterrobles,Comunidad Valenciana,0,,,2148.8,,153.49,2148.8,Sin dedicación
Diana Morant Ripoll,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Gandia,Comunidad Valenciana,31466.81,,,6501.72,,2712.04,37968.53,Dedicación Parcial
Vicente José Mompo Aledo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Gavarda,Comunidad Valenciana,26663,,,0,,1904.5,26663,Dedicación Exclusiva
Pedro Revert Miralles,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Genovés,Comunidad Valenciana,21210,,,0,,1515,21210,Dedicación Parcial
Salvador Costa Escrivá,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Gilet,Comunidad Valenciana,0,,,420,,30,420,Sin dedicación
Eva Pilar Sanchís Bargues,Compromís,Compromís,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Godella,Comunidad Valenciana,47124.34,,,0,,3366.02,47124.34,Dedicación Exclusiva
Pablo Rodríguez Cortés,EUPV-PUG:AC,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Godelleta,Comunidad Valenciana,17523.93,,,368,,1278,17891.93,Dedicación Parcial
María Carmen Vidal Vallés,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Guadasséquies,Comunidad Valenciana,9364.84,,,0,,668.92,9364.84,Dedicación Parcial
Salvador Montaña Sanz,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento deAyuntamiento de Guadassuar,Comunidad Valenciana,0,,,2579.85,,184.28,2579.85,Sin dedicación
Rosa Ana Seguí Sanmateu,Gent de Guardamar,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Guardamar de la Safor,Comunidad Valenciana,11347.57,,,0,,810.54,11347.57,Dedicación Parcial
Melanio Esteban Martínez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Higueruelas,Comunidad Valenciana,0,,,168,,12,168,Sin dedicación
José Ángel Navarro Mañez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Jalance,Comunidad Valenciana,21999.96,,,0,,1571.43,21999.96,Dedicación Parcial
Ana María González Herdaro,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Llaurí,Comunidad Valenciana,26613.44,,,0,,1900.96,26613.44,Dedicación Exclusiva
Manolo Civera Salvador,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Llíria,Comunidad Valenciana,0,,,6998,,499.86,6998,Sin dedicación
Manuel Gimeno Ruiz,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Llocnou de la Corona,Comunidad Valenciana,0,,,300,,21.43,300,Sin dedicación
Ricard Igualde García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Llocnou de Sant Jeroni,Comunidad Valenciana,11174.78,,,0,,798.2,11174.78,Dedicación Parcial
Cristóbal Rodríguez Soler,ALPF,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Llocnou d'En Fenollet,Comunidad Valenciana,7200.12,,,0,,514.29,7200.12,Dedicación Parcial
Anselmo Cardona Puig,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Llombai,Comunidad Valenciana,0,,,580.3,,41.45,580.3,Sin dedicación
Evarist Aznar Teruel,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de La Llosa de Ranes,Comunidad Valenciana,0,,,1535,,109.64,1535,Sin dedicación
Sergio Alfaro Cervera,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de Loriguilla,Comunidad Valenciana,19416,,,0,,1386.86,19416,Dedicación Parcial
Benjamin Miguel Aparicio Cervera,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Losa del Obispo,Comunidad Valenciana,12600,,,0,,900,12600,Dedicación Parcial
María José Casero Malea,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Macastre,Comunidad Valenciana,12380.06,,,0,,884.29,12380.06,Dedicación Exclusiva
Jesús María Borrás Sanchís,APM-COMPROMÍS,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Manises,Comunidad Valenciana,37370,,,0,,2669.29,37370,Dedicación Exclusiva
Josep Antoni Pastor Pons,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Manuel,Comunidad Valenciana,5925,,,0,,423.21,5925,Dedicación Parcial
María Dolores Celda Lluesma,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Marines,Comunidad Valenciana,18634.98,,,0,,1331.07,18634.98,Dedicación Parcial
Gregorio Andreu Escrihuela,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Massalavés,Comunidad Valenciana,25416,,,0,,1815.43,25416,Dedicación Parcial
Carlos Fontestad Muñoz,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Massalfassar,Comunidad Valenciana,26600,,,0,,1900,26600,Dedicación Exclusiva
Josep Lluis Galarza Planes,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Massamagrell,Comunidad Valenciana,31542.37,,,0,,2253.03,31542.37,Dedicación Exclusiva
Francisco Antonio Comes Monmeneu,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Massanassa,Comunidad Valenciana,35830.58,,,0,,2559.33,35830.58,Dedicación Exclusiva
Josep Antoni Riera Vicent,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Meliana,Comunidad Valenciana,30777.84,,,0,,2198.42,30777.84,Dedicación Exclusiva
José Ricardo Pérez Gómez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Millares,Comunidad Valenciana,1037.2,,,0,,74.09,1037.2,Dedicación Parcial
Asensio Llorca Berto,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Miramar,Comunidad Valenciana,36885.96,,,0,,2634.71,36885.96,Dedicación Exclusiva
Carlos Fontestad Muñoz,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Mislata,Comunidad Valenciana,52224.48,,,0,,3730.32,52224.48,Dedicación Exclusiva
Teófilo Fito Martí,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de Mogente/Moixent,Comunidad Valenciana,24763.9,,,0,,1768.85,24763.9,Dedicación Parcial
María Amparo Orts Albiach,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de MONCADA,Comunidad Valenciana,0,,,7820,,558.57,7820,Sin dedicación
Juli Juan Soriano,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Montaverner,Comunidad Valenciana,3585.62,,,1087.8,,333.82,4673.42,Dedicación Parcial
Analia Juan Guillén,Compromís,Compromís,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Montesa,Comunidad Valenciana,12255.37,,,0,,875.38,12255.37,Dedicación Parcial
Josefina Teresa Pou Faus,X MONTITXELVO,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Montitxelvo/Montichelvo,Comunidad Valenciana,6813.1,,,0,,486.65,6813.1,Dedicación Parcial
María Vanesa Baixauli Fores,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Montroi/Montroy,Comunidad Valenciana,25426.46,,,0,,1816.18,25426.46,Dedicación Exclusiva
José María Más i García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Montserrat,Comunidad Valenciana,37000.04,,,0,,2642.86,37000.04,Dedicación Exclusiva
Cristina Civera Balaguer,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Museros,Comunidad Valenciana,27830.6,,,0,,1987.9,27830.6,Dedicación Exclusiva
Damián Ibáñez Navarro,UPdN,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de NÁQUERA,Comunidad Valenciana,21006.04,,,0,,1500.43,21006.04,Dedicación Parcial
Estela del Carmen Darocas Marín,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Navarrés,Comunidad Valenciana,25448.08,,,0,,1817.72,25448.08,Dedicación Exclusiva
David González Martínez,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de OLIVA,Comunidad Valenciana,30100,,,0,,2150,30100,Dedicación Exclusiva
Julià Engo Fresneda,Compromís,Compromís,Mujer,Alcalde,Alcaldesa,Ayuntamiento de L'Olleria,Comunidad Valenciana,7038.72,,,0,,502.77,7038.72,Dedicación Parcial
Antonio Ropero Morales,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Olocau,Comunidad Valenciana,35000,,,0,,2500,35000,Dedicación Exclusiva
Jorge Rodríguez Gramage,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Ontinyent,Comunidad Valenciana,0,,,3191.37,,227.96,3191.37,Sin dedicación
Mario Mira Alfonso,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Otos,Comunidad Valenciana,0,,,1300,,92.86,1300,Sin dedicación
Isabel Martín Gomez,Compromís,Compromís,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Paiporta,Comunidad Valenciana,43400,,,2346,,3267.57,45746,Dedicación Exclusiva
María Trinidad Miñana Roig,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Palma de Gandía,Comunidad Valenciana,7854,,,0,,561,7854,Dedicación Parcial
Álvaro Catalá Muñoz,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Palmera,Comunidad Valenciana,8853.18,,,0,,632.37,8853.18,Dedicación Parcial
Jordi Vila Vila,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de El Palomar,Comunidad Valenciana,0,,,1150,,82.14,1150,Sin dedicación
Juan Antonio Sagred Marco,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Paterna,Comunidad Valenciana,22318.73,,,18108.99,,2887.69,40427.72,Dedicación Parcial
Roberto Serigó Andrés,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Pedralba,Comunidad Valenciana,0,,,19473.54,,1390.97,19473.54,Sin dedicación
Pere Salvador Peiro García,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Petrés,Comunidad Valenciana,0,,,682.11,,48.72,682.11,Sin dedicación
Josep Almenar Navarro,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Picanya,Comunidad Valenciana,0,,,13192.6,,942.33,13192.6,Sin dedicación
Conxa García Ferrer,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de PICASSENT,Comunidad Valenciana,0,,,7131.15,,509.37,7131.15,Sin dedicación
David Morant Ciscar,lxP,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Piles,Comunidad Valenciana,35703.5,,,0,,2550.25,35703.5,Dedicación Exclusiva
Enric Palanca Torres,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Pobla de Farnals,Comunidad Valenciana,29119.3,,,0,,2079.95,29119.3,Dedicación Exclusiva
Josep Vicent García Tamarit,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de La Pobla de Vallbona,Comunidad Valenciana,0,,,10930.16,,780.73,10930.16,Sin dedicación
Vicent Gomar Moscardó,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Pobla del Duc,Comunidad Valenciana,30391.21,,,0,,2170.8,30391.21,Dedicación Exclusiva
Neus Garrigues Calatayud,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de La Pobla Llarga,Comunidad Valenciana,10817.16,,,0,,772.65,10817.16,Dedicación Parcial
Óscar Navarro Torres,EUPV:AC,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Polinyà de Xúquer,Comunidad Valenciana,16968,,,0,,1212,16968,Dedicación Parcial
María Assumpció Domínguez Medina,Compromís,Compromís,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Potries,Comunidad Valenciana,7844.45,,,0,,560.32,7844.45,Dedicación Parcial
María Dolores Sánchez Parra,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Puçol,Comunidad Valenciana,37646.34,,,0,,2689.02,37646.34,Dedicación Exclusiva
Luisa Salvador Tomás,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de El Puig de Santa Maria,Comunidad Valenciana,40701.92,,,0,,2907.28,40701.92,Dedicación Exclusiva
María Pilar Álvarez Montero,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Quart de les Valls,Comunidad Valenciana,0,,,170.52,,12.18,170.52,Sin dedicación
Carmen Martínez Ramírez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Quart de Poblet,Comunidad Valenciana,0,,,5000,,357.14,5000,Sin dedicación
Pere Campos Gimenez,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Quartell,Comunidad Valenciana,3648.39,,,0,,260.6,3648.39,Dedicación Parcial
Aina Benavent Giménez,Compromís,Compromís,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Quatretonda,Comunidad Valenciana,17598,,,0,,1257,17598,Dedicación Exclusiva
Carina Primo Valiente,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Quesa,Comunidad Valenciana,21425.62,,,0,,1530.4,21425.62,Dedicación Parcial
Francisco Alberto López López,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Rafelbunyol,Comunidad Valenciana,38999.94,,,250,,2803.57,39249.94,Dedicación Exclusiva
Irene Furio Blasco,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Rafelcofer,Comunidad Valenciana,3461.13,,,0,,247.22,3461.13,Dedicación Parcial
Rafaela Aliaga Sendra,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Rafelguaraf,Comunidad Valenciana,28000,,,0,,2000,28000,Dedicación Exclusiva
Carolina Mengual Cortell,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Ráfol de Salem,Comunidad Valenciana,1728.62,,,0,,123.47,1728.62,Dedicación Parcial
Alejandro Blasco Sánchez,AEA,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Real,Comunidad Valenciana,31070.46,,,0,,2219.32,31070.46,Dedicación Exclusiva
Gustavo Mascarell Tarrazonia,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Real de Gandía,Comunidad Valenciana,11609.54,,,0,,829.25,11609.54,Dedicación Parcial
Mario Sánchez González,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Requena,Comunidad Valenciana,40838.27,,,0,,2917.02,40838.27,Dedicación Exclusiva
Roberto Raga Gadea,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Riba-roja de Túria,Comunidad Valenciana,42844.2,,,0,,3060.3,42844.2,Dedicación Exclusiva
Judith Capellino Ventura,EUPV:AC,Unidos Podemos. confluencias y listas afines,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Riola,Comunidad Valenciana,16989.16,,,0,,1213.51,16989.16,Dedicación Exclusiva
Víctor Jiménez Bueso,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Rocafort,Comunidad Valenciana,0,,,1930,,137.86,1930,Sin dedicación
Josep Francesc Fernández Carrasco,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de SAGUNTO/SAGUNT,Comunidad Valenciana,55770.3,,,0,,3983.59,55770.3,Dedicación Exclusiva
Enrique Daniel Santafosta Giner,A.I.S.A.B,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de San Antonio de Benagéber,Comunidad Valenciana,0,,,24850,,1775,24850,Sin dedicación
Josep Ferrán Baixaulí Chornet,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Sedaví,Comunidad Valenciana,28955.92,,,0,,2068.28,28955.92,Dedicación Parcial
Vicent de Paul Garriga,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Segart,Comunidad Valenciana,4825.68,,,0,,344.69,4825.68,Dedicación Parcial
Francisca Momparler Orta,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Senyera,Comunidad Valenciana,2000,,,200,,157.14,2200,Dedicación Parcial
Santiago Mas Sánchez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Siete Aguas,Comunidad Valenciana,0,,,550,,39.29,550,Sin dedicación
Vicent Zaragoza Alberola,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de SILLA,Comunidad Valenciana,41824.16,,,0,,2987.44,41824.16,Dedicación Exclusiva
Victor Mansanet i Boïgues,EUPV,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Simat de la Valldigna,Comunidad Valenciana,33551.42,,,0,,2396.53,33551.42,Dedicación Exclusiva
Juan Roda Gómez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sollana,Comunidad Valenciana,13533.58,,,0,,966.68,13533.58,Dedicación Parcial
Raquel Tamarit Iranzo,Compromís,Compromís,Mujer,Alcalde,Alcaldesa,Ayuntamiento de SUECA,Comunidad Valenciana,40600,,,0,,2900,40600,Dedicación Exclusiva
Txema Peláez Palazón,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sumacàrcer,Comunidad Valenciana,16036.02,,,0,,1145.43,16036.02,Dedicación Parcial
María Carmen Marco Aguilar,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Tavernes Blanques,Comunidad Valenciana,29988,,,0,,2142,29988,Dedicación Parcial
Jordi Juan Huguet,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Tavernes de la Valldigna,Comunidad Valenciana,0,,,10756.67,,768.33,10756.67,Sin dedicación
Celia Juan Escriva,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Terrateig,Comunidad Valenciana,13705.86,,,0,,978.99,13705.86,Dedicación Parcial
Jesús Ros Piles,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de TORRENT,Comunidad Valenciana,0,,,25278.28,,1805.59,25278.28,Sin dedicación
Víctor Mateu Ocon,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Torres Torres,Comunidad Valenciana,9960.36,,,0,,711.45,9960.36,Dedicación Parcial
Cristóbal García Santafilomena,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Tous,Comunidad Valenciana,11420.06,,,0,,815.72,11420.06,Dedicación Parcial
Eugenio Javier Fortaña Fons,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Turís,Comunidad Valenciana,29582.84,,,0,,2113.06,29582.84,Dedicación Exclusiva
Fernando Benlliure García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Utiel,Comunidad Valenciana,0,,,1905.17,,136.08,1905.17,Sin dedicación
Joan Ribó Canut,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de VALENCIA,Comunidad Valenciana,82602.94,,,0,,5900.21,82602.94,Dedicación Exclusiva
José Javier Sisternes Benavent,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Vallés,Comunidad Valenciana,0,,,150,,10.71,150,Sin dedicación
Luis Francisco López Yeves,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Venta del Moro,Comunidad Valenciana,0,,,1017.54,,72.68,1017.54,Sin dedicación
Enrique Llorca Miñana,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Vilallonga/Villalonga,Comunidad Valenciana,0,,,910,,65,910,Sin dedicación
Jesús Montesinos Oltra,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Vilamarxant,Comunidad Valenciana,35703.5,,,0,,2550.25,35703.5,Dedicación Exclusiva
Óscar Noguera Alberola,GCiE:COMPROMÍS,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Villanueva de Castellón,Comunidad Valenciana,23707.18,,,0,,1693.37,23707.18,Dedicación Exclusiva
Vicente Portolés Peñalver,EUPV:AC,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Villar del Arzobispo,Comunidad Valenciana,24522.72,,,0,,1751.62,24522.72,Dedicación Exclusiva
Francisco Nuévalos López,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Villargordo del Cabriel,Comunidad Valenciana,10800.56,,,0,,771.47,10800.56,Dedicación Parcial
Alba Cataluña Peydro,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Vinalesa,Comunidad Valenciana,8228,,,0,,587.71,8228,Dedicación Parcial
Roger Cerdà Boluda,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de XÀTIVA,Comunidad Valenciana,50044.53,,,0,,3574.61,50044.53,Dedicación Exclusiva
José Salvador Tejada Soler,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Xeraco,Comunidad Valenciana,29785.34,,,0,,2127.52,29785.34,Dedicación Exclusiva
Tomás Ferrandis Moscardó,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Xeresa,Comunidad Valenciana,2640,,,0,,188.57,2640,Dedicación Parcial
Ricard Barberá Guillem,Compromís,Compromís,Hombre,Alcalde,Alcalde,Ayuntamiento de Xirivella,Comunidad Valenciana,41169.8,,,0,,2940.7,41169.8,Dedicación Exclusiva
Miguel Esteban Tórtola Herrero,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Yátova,Comunidad Valenciana,0,,,124.61,,8.9,124.61,Sin dedicación
Ángel Pérez Boluda,AEPZ,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Zarra,Comunidad Valenciana,0,,,3175.74,,226.84,3175.74,Sin dedicación
